SubjectID,Day,Job Name,Action Type,Accepted/Worked On,Parts Completed,Soft Deadline Remaining,Hard Deadline Remaining,Current Payment,Payment Received
7,22,22-1,Offer,0,,,,,
7,22,18-0,Work,1,4,7,8,93,
7,22,19-0,Work,0,1,8,11,29,
7,22,19-1,Work,0,1,1,4,11,
7,22,21-2,Work,1,1,6,7,21,
7,22,21-3,Work,0,0,7,10,30,
7,22,21-4,Work,1,2,3,4,18,
8,22,22-0,Offer,0,,,,,
8,22,22-1,Offer,1,,,,,
8,22,18-0,Work,1,5,7,8,93,
8,22,19-0,Work,1,5,8,11,29,
8,22,21-0,Work,1,1,8,11,18,
8,22,21-3,Work,0,0,7,10,30,
9,22,22-0,Offer,1,,,,,
9,22,22-1,Offer,1,,,,,
9,22,18-0,Work,1,5,7,8,93,
9,22,19-0,Work,1,5,8,11,29,
9,22,21-3,Work,1,5,7,10,30,
10,22,22-0,Offer,0,,,,,
10,22,22-1,Offer,1,,,,,
10,22,18-0,Work,1,5,7,8,93,
10,22,19-0,Work,1,5,8,11,29,
11,22,22-0,Offer,0,,,,,
11,22,22-1,Offer,0,,,,,
11,22,18-0,Work,1,5,7,8,93,
11,22,19-0,Work,1,5,8,11,29,
11,22,21-3,Work,1,5,7,10,30,
12,22,22-0,Offer,0,,,,,
12,22,22-1,Offer,1,,,,,
12,22,18-0,Work,1,5,7,8,93,
12,22,19-0,Work,1,5,8,11,29,
13,22,22-0,Offer,0,,,,,
13,22,22-1,Offer,0,,,,,
13,22,18-0,Work,1,5,7,8,93,
13,22,19-0,Work,0,4,8,11,29,
13,22,21-1,Work,0,0,6,8,29,
13,22,21-2,Work,1,1,6,7,21,
13,22,21-3,Work,0,0,7,10,30,
14,22,22-0,Offer,0,,,,,
14,22,22-1,Offer,0,,,,,
14,22,18-0,Work,1,4,7,8,93,
14,22,21-2,Work,1,1,6,7,21,
14,22,21-3,Work,1,5,7,10,30,
15,22,22-0,Offer,0,,,,,
15,22,22-1,Offer,1,,,,,
15,22,19-0,Work,1,5,8,11,29,
15,22,21-1,Work,1,1,6,8,29,
15,22,21-2,Work,1,1,6,7,21,
16,22,22-0,Offer,0,,,,,
16,22,22-1,Offer,1,,,,,
16,22,19-0,Work,1,5,8,11,29,
16,22,21-0,Work,1,1,8,11,18,
16,22,21-2,Work,1,1,6,7,21,
17,22,22-0,Offer,0,,,,,
17,22,22-1,Offer,0,,,,,
17,22,21-1,Work,0,0,6,8,29,
17,22,21-2,Work,1,1,6,7,21,
1,23,18-0,Work,1,7,6,7,93,
1,23,19-0,Work,1,7,7,10,29,
1,23,21-3,Work,1,6,6,9,30,
2,23,18-0,Work,1,7,6,7,93,
2,23,21-1,Work,1,9,5,7,29,
2,23,22-1,Work,1,1,10,14,25,
3,23,19-0,Work,1,7,7,10,29,
3,23,21-1,Work,1,9,5,7,29,
3,23,21-2,Work,1,3,5,6,21,
3,23,22-0,Work,1,1,5,6,7,
4,23,18-0,Work,1,7,6,7,93,
4,23,19-0,Work,0,4,7,10,29,
4,23,21-1,Work,1,9,5,7,29,
4,23,21-2,Work,1,3,5,6,21,
5,23,18-0,Work,1,7,6,7,93,
5,23,19-0,Work,1,7,7,10,29,
5,23,21-3,Work,1,6,6,9,30,
6,23,18-0,Work,0,5,6,7,93,
6,23,19-0,Work,0,5,7,10,29,
6,23,21-0,Work,1,1,7,10,18,
6,23,21-1,Work,1,1,5,7,29,
6,23,21-3,Work,0,0,6,9,30,
6,23,21-4,Work,1,7,2,3,18,
7,23,18-0,Work,0,4,6,7,93,
7,23,19-0,Work,0,1,7,10,29,
7,23,19-1,Work,1,10,1,4,11,11
7,23,21-2,Work,1,3,5,6,21,
7,23,21-3,Work,0,0,6,9,30,
7,23,21-4,Work,1,7,2,3,18,
8,23,18-0,Work,0,5,6,7,93,
8,23,19-0,Work,0,5,7,10,29,
8,23,21-0,Work,1,2,7,10,18,
8,23,21-3,Work,1,5,6,9,30,
8,23,22-1,Work,1,1,10,14,25,
9,23,18-0,Work,1,7,6,7,93,
9,23,19-0,Work,1,7,7,10,29,
9,23,21-3,Work,1,6,6,9,30,
9,23,22-0,Work,0,0,5,6,7,
9,23,22-1,Work,0,0,10,14,25,
10,23,18-0,Work,1,7,6,7,93,
10,23,19-0,Work,1,7,7,10,29,
10,23,22-1,Work,1,1,10,14,25,
11,23,18-0,Work,1,7,6,7,93,
11,23,19-0,Work,1,7,7,10,29,
11,23,21-3,Work,1,6,6,9,30,
12,23,18-0,Work,1,7,6,7,93,
12,23,19-0,Work,1,7,7,10,29,
12,23,22-1,Work,1,1,10,14,25,
13,23,18-0,Work,1,7,6,7,93,
13,23,19-0,Work,0,4,7,10,29,
13,23,21-1,Work,0,0,5,7,29,
13,23,21-2,Work,0,1,5,6,21,
13,23,21-3,Work,1,5,6,9,30,
14,23,18-0,Work,1,5,6,7,93,
14,23,21-2,Work,1,3,5,6,21,
14,23,21-3,Work,1,6,6,9,30,
15,23,19-0,Work,1,7,7,10,29,
15,23,21-1,Work,1,9,5,7,29,
15,23,21-2,Work,1,3,5,6,21,
15,23,22-1,Work,1,1,10,14,25,
16,23,19-0,Work,1,7,7,10,29,
16,23,21-0,Work,1,2,7,10,18,
16,23,21-2,Work,1,3,5,6,21,
16,23,22-1,Work,1,1,10,14,25,
17,23,21-1,Work,1,1,5,7,29,
17,23,21-2,Work,0,1,5,6,21,
1,24,24-0,Offer,1,,,,,
1,24,24-1,Offer,1,,,,,
1,24,18-0,Work,1,8,5,6,93,
1,24,19-0,Work,1,8,6,9,29,
1,24,21-3,Work,1,10,6,9,30,30
2,24,24-0,Offer,0,,,,,
2,24,24-1,Offer,1,,,,,
2,24,18-0,Work,1,8,5,6,93,
2,24,21-1,Work,1,10,5,7,29,29
2,24,22-1,Work,1,3,9,13,25,
3,24,24-0,Offer,0,,,,,
3,24,24-1,Offer,1,,,,,
3,24,19-0,Work,1,8,6,9,29,
3,24,21-1,Work,1,10,5,7,29,29
3,24,21-2,Work,1,5,4,5,21,
3,24,22-0,Work,1,10,5,6,7,7
4,24,24-0,Offer,0,,,,,
4,24,24-1,Offer,0,,,,,
4,24,18-0,Work,1,8,5,6,93,
4,24,19-0,Work,1,5,6,9,29,
4,24,21-1,Work,0,9,4,6,29,
4,24,21-2,Work,1,5,4,5,21,
5,24,24-0,Offer,0,,,,,
5,24,24-1,Offer,0,,,,,
5,24,18-0,Work,1,8,5,6,93,
5,24,19-0,Work,1,8,6,9,29,
5,24,21-3,Work,1,10,6,9,30,30
6,24,24-0,Offer,0,,,,,
6,24,24-1,Offer,1,,,,,
6,24,18-0,Work,0,5,5,6,93,
6,24,19-0,Work,1,7,6,9,29,
6,24,21-0,Work,0,1,6,9,18,
6,24,21-1,Work,0,1,4,6,29,
6,24,21-3,Work,1,5,5,8,30,
6,24,21-4,Work,1,10,2,3,18,18
7,24,24-0,Offer,0,,,,,
7,24,24-1,Offer,0,,,,,
7,24,18-0,Work,1,5,5,6,93,
7,24,19-0,Work,0,1,6,9,29,
7,24,21-2,Work,1,5,4,5,21,
7,24,21-3,Work,0,0,5,8,30,
7,24,21-4,Work,1,10,2,3,18,18
8,24,24-0,Offer,0,,,,,
8,24,24-1,Offer,0,,,,,
8,24,18-0,Work,1,7,5,6,93,
8,24,19-0,Work,1,7,6,9,29,
8,24,21-0,Work,0,2,6,9,18,
8,24,21-3,Work,1,6,5,8,30,
8,24,22-1,Work,0,1,9,13,25,
9,24,24-0,Offer,0,,,,,
9,24,24-1,Offer,0,,,,,
9,24,18-0,Work,1,8,5,6,93,
9,24,19-0,Work,0,7,6,9,29,
9,24,21-3,Work,1,10,6,9,30,30
9,24,22-0,Work,1,1,4,5,7,
9,24,22-1,Work,0,0,9,13,25,
10,24,24-0,Offer,0,,,,,
10,24,24-1,Offer,0,,,,,
10,24,18-0,Work,1,8,5,6,93,
10,24,19-0,Work,1,8,6,9,29,
10,24,22-1,Work,1,3,9,13,25,
11,24,24-0,Offer,0,,,,,
11,24,24-1,Offer,1,,,,,
11,24,18-0,Work,1,8,5,6,93,
11,24,19-0,Work,1,8,6,9,29,
11,24,21-3,Work,1,10,6,9,30,30
12,24,24-0,Offer,0,,,,,
12,24,24-1,Offer,0,,,,,
12,24,18-0,Work,1,8,5,6,93,
12,24,19-0,Work,1,8,6,9,29,
12,24,22-1,Work,1,3,9,13,25,
13,24,24-0,Offer,0,,,,,
13,24,24-1,Offer,0,,,,,
13,24,18-0,Work,0,7,5,6,93,
13,24,19-0,Work,0,4,6,9,29,
13,24,21-1,Work,1,1,4,6,29,
13,24,21-2,Work,1,3,4,5,21,
13,24,21-3,Work,0,5,5,8,30,
14,24,24-0,Offer,0,,,,,
14,24,24-1,Offer,0,,,,,
14,24,18-0,Work,1,7,5,6,93,
14,24,21-2,Work,1,5,4,5,21,
14,24,21-3,Work,1,10,6,9,30,30
15,24,24-0,Offer,0,,,,,
15,24,24-1,Offer,0,,,,,
15,24,19-0,Work,1,8,6,9,29,
15,24,21-1,Work,1,10,5,7,29,29
15,24,21-2,Work,1,5,4,5,21,
15,24,22-1,Work,1,3,9,13,25,
16,24,24-0,Offer,0,,,,,
16,24,24-1,Offer,0,,,,,
16,24,19-0,Work,1,8,6,9,29,
16,24,21-0,Work,1,3,6,9,18,
16,24,21-2,Work,1,5,4,5,21,
16,24,22-1,Work,1,3,9,13,25,
17,24,24-0,Offer,0,,,,,
17,24,24-1,Offer,0,,,,,
17,24,21-1,Work,0,1,4,6,29,
17,24,21-2,Work,1,3,4,5,21,
1,25,25-0,Offer,0,,,,,
1,25,25-1,Offer,0,,,,,
1,25,25-2,Offer,0,,,,,
1,25,18-0,Work,1,9,4,5,93,
1,25,19-0,Work,1,9,5,8,29,
1,25,24-0,Work,1,2,9,13,26,
1,25,24-1,Work,0,0,12,19,31,
2,25,25-0,Offer,1,,,,,
2,25,25-1,Offer,0,,,,,
2,25,25-2,Offer,0,,,,,
2,25,18-0,Work,1,9,4,5,93,
2,25,22-1,Work,1,6,8,12,25,
2,25,24-1,Work,1,2,12,19,31,
3,25,25-0,Offer,1,,,,,
3,25,25-1,Offer,0,,,,,
3,25,25-2,Offer,0,,,,,
3,25,19-0,Work,1,9,5,8,29,
3,25,21-2,Work,1,6,3,4,21,
3,25,24-1,Work,1,2,12,19,31,
4,25,25-0,Offer,1,,,,,
4,25,25-1,Offer,0,,,,,
4,25,25-2,Offer,1,,,,,
4,25,18-0,Work,1,9,4,5,93,
4,25,19-0,Work,1,7,5,8,29,
4,25,21-1,Work,0,9,3,5,29,
4,25,21-2,Work,1,6,3,4,21,
5,25,25-0,Offer,0,,,,,
5,25,25-1,Offer,1,,,,,
5,25,25-2,Offer,0,,,,,
5,25,18-0,Work,1,9,4,5,93,
5,25,19-0,Work,1,9,5,8,29,
6,25,25-0,Offer,0,,,,,
6,25,25-1,Offer,0,,,,,
6,25,25-2,Offer,0,,,,,
6,25,18-0,Work,1,7,4,5,93,
6,25,19-0,Work,0,7,5,8,29,
6,25,21-0,Work,1,2,5,8,18,
6,25,21-1,Work,1,9,3,5,29,
6,25,21-3,Work,0,5,4,7,30,
6,25,24-1,Work,0,0,12,19,31,
7,25,25-0,Offer,0,,,,,
7,25,25-1,Offer,0,,,,,
7,25,25-2,Offer,0,,,,,
7,25,18-0,Work,1,7,4,5,93,
7,25,19-0,Work,1,4,5,8,29,
7,25,21-2,Work,0,5,3,4,21,
7,25,21-3,Work,1,5,4,7,30,
8,25,25-0,Offer,0,,,,,
8,25,25-1,Offer,0,,,,,
8,25,25-2,Offer,0,,,,,
8,25,18-0,Work,0,7,4,5,93,
8,25,19-0,Work,1,8,5,8,29,
8,25,21-0,Work,1,3,5,8,18,
8,25,21-3,Work,0,6,4,7,30,
8,25,22-1,Work,1,3,8,12,25,
9,25,25-0,Offer,0,,,,,
9,25,25-1,Offer,0,,,,,
9,25,25-2,Offer,0,,,,,
9,25,18-0,Work,1,9,4,5,93,
9,25,19-0,Work,1,8,5,8,29,
9,25,22-0,Work,1,10,4,5,7,7
9,25,22-1,Work,0,0,8,12,25,
10,25,25-0,Offer,0,,,,,
10,25,25-1,Offer,0,,,,,
10,25,25-2,Offer,0,,,,,
10,25,18-0,Work,1,9,4,5,93,
10,25,19-0,Work,1,9,5,8,29,
10,25,22-1,Work,1,6,8,12,25,
11,25,25-0,Offer,0,,,,,
11,25,25-1,Offer,1,,,,,
11,25,25-2,Offer,0,,,,,
11,25,18-0,Work,1,9,4,5,93,
11,25,19-0,Work,1,9,5,8,29,
11,25,24-1,Work,1,2,12,19,31,
12,25,25-0,Offer,1,,,,,
12,25,25-1,Offer,0,,,,,
12,25,25-2,Offer,0,,,,,
12,25,18-0,Work,1,9,4,5,93,
12,25,19-0,Work,1,9,5,8,29,
12,25,22-1,Work,1,6,8,12,25,
13,25,25-0,Offer,0,,,,,
13,25,25-1,Offer,0,,,,,
13,25,25-2,Offer,0,,,,,
13,25,18-0,Work,0,7,4,5,93,
13,25,19-0,Work,1,5,5,8,29,
13,25,21-1,Work,1,9,3,5,29,
13,25,21-2,Work,1,5,3,4,21,
13,25,21-3,Work,0,5,4,7,30,
14,25,25-0,Offer,1,,,,,
14,25,25-1,Offer,0,,,,,
14,25,25-2,Offer,0,,,,,
14,25,18-0,Work,0,7,4,5,93,
14,25,21-2,Work,0,5,3,4,21,
15,25,25-0,Offer,0,,,,,
15,25,25-1,Offer,1,,,,,
15,25,25-2,Offer,0,,,,,
15,25,19-0,Work,1,9,5,8,29,
15,25,21-2,Work,1,6,3,4,21,
15,25,22-1,Work,1,6,8,12,25,
16,25,25-0,Offer,0,,,,,
16,25,25-1,Offer,0,,,,,
16,25,25-2,Offer,0,,,,,
16,25,19-0,Work,1,9,5,8,29,
16,25,21-0,Work,1,4,5,8,18,
16,25,21-2,Work,1,6,3,4,21,
16,25,22-1,Work,1,6,8,12,25,
17,25,25-0,Offer,0,,,,,
17,25,25-1,Offer,0,,,,,
17,25,25-2,Offer,0,,,,,
17,25,21-1,Work,1,9,3,5,29,
17,25,21-2,Work,0,3,3,4,21,
1,26,26-0,Offer,0,,,,,
1,26,26-1,Offer,0,,,,,
1,26,26-2,Offer,0,,,,,
1,26,26-3,Offer,0,,,,,
1,26,26-4,Offer,1,,,,,
1,26,18-0,Work,1,10,4,5,93,93
1,26,19-0,Work,1,10,5,8,29,29
1,26,24-0,Work,1,5,8,12,26,
1,26,24-1,Work,0,0,11,18,31,
2,26,26-0,Offer,0,,,,,
2,26,26-1,Offer,0,,,,,
2,26,26-2,Offer,0,,,,,
2,26,26-3,Offer,0,,,,,
2,26,26-4,Offer,0,,,,,
2,26,18-0,Work,1,10,4,5,93,93
2,26,22-1,Work,0,6,7,11,25,
2,26,24-1,Work,0,2,11,18,31,
2,26,25-0,Work,1,9,3,4,52,
3,26,26-0,Offer,0,,,,,
3,26,26-1,Offer,0,,,,,
3,26,26-2,Offer,0,,,,,
3,26,26-3,Offer,1,,,,,
3,26,26-4,Offer,0,,,,,
3,26,19-0,Work,1,10,5,8,29,29
3,26,21-2,Work,1,10,3,4,21,21
3,26,24-1,Work,0,2,11,18,31,
3,26,25-0,Work,1,9,3,4,52,
4,26,26-0,Offer,0,,,,,
4,26,26-1,Offer,0,,,,,
4,26,26-2,Offer,0,,,,,
4,26,26-3,Offer,1,,,,,
4,26,26-4,Offer,0,,,,,
4,26,18-0,Work,1,10,4,5,93,93
4,26,19-0,Work,0,7,4,7,29,
4,26,21-1,Work,1,10,3,5,29,29
4,26,21-2,Work,1,10,3,4,21,21
4,26,25-0,Work,0,0,3,4,52,
4,26,25-2,Work,0,0,9,10,38,
5,26,26-0,Offer,0,,,,,
5,26,26-1,Offer,0,,,,,
5,26,26-2,Offer,0,,,,,
5,26,26-3,Offer,0,,,,,
5,26,26-4,Offer,0,,,,,
5,26,18-0,Work,1,10,4,5,93,93
5,26,19-0,Work,1,10,5,8,29,29
5,26,25-1,Work,1,1,9,11,55,
6,26,26-0,Offer,1,,,,,
6,26,26-1,Offer,0,,,,,
6,26,26-2,Offer,0,,,,,
6,26,26-3,Offer,1,,,,,
6,26,26-4,Offer,0,,,,,
6,26,18-0,Work,0,7,3,4,93,
6,26,19-0,Work,0,7,4,7,29,
6,26,21-0,Work,0,2,4,7,18,
6,26,21-1,Work,0,9,2,4,29,
6,26,21-3,Work,0,5,3,6,30,
6,26,24-1,Work,0,0,11,18,31,
7,26,26-0,Offer,0,,,,,
7,26,26-1,Offer,0,,,,,
7,26,26-2,Offer,0,,,,,
7,26,26-3,Offer,0,,,,,
7,26,26-4,Offer,0,,,,,
7,26,18-0,Work,1,8,3,4,93,
7,26,19-0,Work,0,4,4,7,29,
7,26,21-2,Work,1,6,2,3,21,
7,26,21-3,Work,1,6,3,6,30,
8,26,26-0,Offer,0,,,,,
8,26,26-1,Offer,0,,,,,
8,26,26-2,Offer,0,,,,,
8,26,26-3,Offer,0,,,,,
8,26,26-4,Offer,0,,,,,
8,26,18-0,Work,1,8,3,4,93,
8,26,19-0,Work,1,9,4,7,29,
8,26,21-0,Work,0,3,4,7,18,
8,26,21-3,Work,1,10,4,7,30,30
8,26,22-1,Work,0,3,7,11,25,
9,26,26-0,Offer,0,,,,,
9,26,26-1,Offer,0,,,,,
9,26,26-2,Offer,0,,,,,
9,26,26-3,Offer,1,,,,,
9,26,26-4,Offer,0,,,,,
9,26,18-0,Work,1,10,4,5,93,93
9,26,19-0,Work,1,9,4,7,29,
9,26,22-1,Work,1,1,7,11,25,
10,26,26-0,Offer,0,,,,,
10,26,26-1,Offer,0,,,,,
10,26,26-2,Offer,0,,,,,
10,26,26-3,Offer,0,,,,,
10,26,26-4,Offer,0,,,,,
10,26,18-0,Work,1,10,4,5,93,93
10,26,19-0,Work,1,10,5,8,29,29
10,26,22-1,Work,1,8,7,11,25,
11,26,26-0,Offer,0,,,,,
11,26,26-1,Offer,0,,,,,
11,26,26-2,Offer,0,,,,,
11,26,26-3,Offer,0,,,,,
11,26,26-4,Offer,0,,,,,
11,26,18-0,Work,0,9,3,4,93,
11,26,19-0,Work,1,10,5,8,29,29
11,26,24-1,Work,1,4,11,18,31,
11,26,25-1,Work,1,1,9,11,55,
12,26,26-0,Offer,0,,,,,
12,26,26-1,Offer,0,,,,,
12,26,26-2,Offer,0,,,,,
12,26,26-3,Offer,0,,,,,
12,26,26-4,Offer,0,,,,,
12,26,18-0,Work,1,10,4,5,93,93
12,26,19-0,Work,1,10,5,8,29,29
12,26,22-1,Work,1,8,7,11,25,
12,26,25-0,Work,0,0,3,4,52,
13,26,26-0,Offer,0,,,,,
13,26,26-1,Offer,0,,,,,
13,26,26-2,Offer,0,,,,,
13,26,26-3,Offer,0,,,,,
13,26,26-4,Offer,0,,,,,
13,26,18-0,Work,1,8,3,4,93,
13,26,19-0,Work,0,5,4,7,29,
13,26,21-1,Work,0,9,2,4,29,
13,26,21-2,Work,1,6,2,3,21,
13,26,21-3,Work,1,6,3,6,30,
14,26,26-0,Offer,0,,,,,
14,26,26-1,Offer,0,,,,,
14,26,26-2,Offer,0,,,,,
14,26,26-3,Offer,0,,,,,
14,26,26-4,Offer,0,,,,,
14,26,18-0,Work,1,8,3,4,93,
14,26,21-2,Work,1,6,2,3,21,
14,26,25-0,Work,1,9,3,4,52,
15,26,26-0,Offer,0,,,,,
15,26,26-1,Offer,0,,,,,
15,26,26-2,Offer,0,,,,,
15,26,26-3,Offer,0,,,,,
15,26,26-4,Offer,1,,,,,
15,26,19-0,Work,1,10,5,8,29,29
15,26,21-2,Work,1,10,3,4,21,21
15,26,22-1,Work,0,6,7,11,25,
15,26,25-1,Work,1,1,9,11,55,
16,26,26-0,Offer,0,,,,,
16,26,26-1,Offer,0,,,,,
16,26,26-2,Offer,0,,,,,
16,26,26-3,Offer,0,,,,,
16,26,26-4,Offer,0,,,,,
16,26,19-0,Work,1,10,5,8,29,29
16,26,21-0,Work,1,10,5,8,18,18
16,26,21-2,Work,1,10,3,4,21,21
16,26,22-1,Work,1,8,7,11,25,
17,26,26-0,Offer,0,,,,,
17,26,26-1,Offer,0,,,,,
17,26,26-2,Offer,0,,,,,
17,26,26-3,Offer,0,,,,,
17,26,26-4,Offer,0,,,,,
17,26,21-1,Work,0,9,2,4,29,
17,26,21-2,Work,1,5,2,3,21,
1,27,27-0,Offer,0,,,,,
1,27,27-1,Offer,0,,,,,
1,27,27-2,Offer,1,,,,,
1,27,24-0,Work,1,6,7,11,26,
1,27,24-1,Work,0,0,10,17,31,
1,27,26-4,Work,1,2,10,13,62,
2,27,27-0,Offer,0,,,,,
2,27,27-1,Offer,0,,,,,
2,27,27-2,Offer,1,,,,,
2,27,22-1,Work,1,8,6,10,25,
2,27,24-1,Work,1,4,10,17,31,
2,27,25-0,Work,1,10,3,4,52,52
3,27,27-0,Offer,0,,,,,
3,27,27-1,Offer,0,,,,,
3,27,27-2,Offer,1,,,,,
3,27,24-1,Work,1,4,10,17,31,
3,27,25-0,Work,1,10,3,4,52,52
3,27,26-3,Work,1,3,5,6,18,
4,27,27-0,Offer,0,,,,,
4,27,27-1,Offer,0,,,,,
4,27,27-2,Offer,1,,,,,
4,27,19-0,Work,1,8,3,6,29,
4,27,25-0,Work,1,9,2,3,52,
4,27,25-2,Work,1,1,8,9,38,
4,27,26-3,Work,1,3,5,6,18,
5,27,27-0,Offer,0,,,,,
5,27,27-1,Offer,0,,,,,
5,27,27-2,Offer,1,,,,,
5,27,25-1,Work,1,3,8,10,55,
6,27,27-0,Offer,0,,,,,
6,27,27-1,Offer,0,,,,,
6,27,27-2,Offer,0,,,,,
6,27,18-0,Work,1,8,2,3,93,
6,27,19-0,Work,0,7,3,6,29,
6,27,21-0,Work,0,2,3,6,18,
6,27,21-1,Work,0,9,1,3,29,
6,27,21-3,Work,1,6,2,5,30,
6,27,24-1,Work,0,0,10,17,31,
6,27,26-0,Work,1,2,9,13,12,
6,27,26-3,Work,1,3,5,6,18,
7,27,27-0,Offer,0,,,,,
7,27,27-1,Offer,0,,,,,
7,27,27-2,Offer,0,,,,,
7,27,18-0,Work,1,9,2,3,93,
7,27,19-0,Work,1,5,3,6,29,
7,27,21-2,Work,1,10,2,3,21,21
7,27,21-3,Work,0,6,2,5,30,
8,27,27-0,Offer,0,,,,,
8,27,27-1,Offer,0,,,,,
8,27,27-2,Offer,0,,,,,
8,27,18-0,Work,1,9,2,3,93,
8,27,19-0,Work,0,9,3,6,29,
8,27,21-0,Work,1,4,3,6,18,
8,27,22-1,Work,1,6,6,10,25,
9,27,27-0,Offer,1,,,,,
9,27,27-1,Offer,1,,,,,
9,27,27-2,Offer,0,,,,,
9,27,19-0,Work,1,10,4,7,29,29
9,27,22-1,Work,1,3,6,10,25,
9,27,26-3,Work,1,3,5,6,18,
10,27,27-0,Offer,0,,,,,
10,27,27-1,Offer,1,,,,,
10,27,27-2,Offer,1,,,,,
10,27,22-1,Work,1,9,6,10,25,
11,27,27-0,Offer,0,,,,,
11,27,27-1,Offer,0,,,,,
11,27,27-2,Offer,0,,,,,
11,27,18-0,Work,1,10,3,4,93,93
11,27,24-1,Work,0,4,10,17,31,
11,27,25-1,Work,1,3,8,10,55,
12,27,27-0,Offer,1,,,,,
12,27,27-1,Offer,0,,,,,
12,27,27-2,Offer,0,,,,,
12,27,22-1,Work,1,9,6,10,25,
12,27,25-0,Work,1,9,2,3,52,
13,27,27-0,Offer,0,,,,,
13,27,27-1,Offer,0,,,,,
13,27,27-2,Offer,0,,,,,
13,27,18-0,Work,0,8,2,3,93,
13,27,19-0,Work,1,7,3,6,29,
13,27,21-1,Work,0,9,1,3,29,
13,27,21-2,Work,1,10,2,3,21,21
13,27,21-3,Work,1,10,3,6,30,30
14,27,27-0,Offer,0,,,,,
14,27,27-1,Offer,0,,,,,
14,27,27-2,Offer,0,,,,,
14,27,18-0,Work,1,9,2,3,93,
14,27,21-2,Work,1,10,2,3,21,21
14,27,25-0,Work,1,10,3,4,52,52
15,27,27-0,Offer,0,,,,,
15,27,27-1,Offer,0,,,,,
15,27,27-2,Offer,0,,,,,
15,27,22-1,Work,1,8,6,10,25,
15,27,25-1,Work,0,1,8,10,55,
15,27,26-4,Work,1,2,10,13,62,
16,27,27-0,Offer,0,,,,,
16,27,27-1,Offer,0,,,,,
16,27,27-2,Offer,1,,,,,
16,27,22-1,Work,1,9,6,10,25,
17,27,27-0,Offer,0,,,,,
17,27,27-1,Offer,0,,,,,
17,27,27-2,Offer,0,,,,,
17,27,21-1,Work,1,10,2,4,29,29
17,27,21-2,Work,0,5,1,2,21,
1,28,28-0,Offer,0,,,,,
1,28,28-1,Offer,0,,,,,
1,28,24-0,Work,1,7,6,10,26,
1,28,24-1,Work,0,0,9,16,31,
1,28,26-4,Work,0,2,9,12,62,
1,28,27-2,Work,1,1,8,12,74,
2,28,28-0,Offer,1,,,,,
2,28,28-1,Offer,0,,,,,
2,28,22-1,Work,1,9,5,9,25,
2,28,24-1,Work,1,6,9,16,31,
2,28,27-2,Work,1,1,8,12,74,
3,28,28-0,Offer,0,,,,,
3,28,28-1,Offer,0,,,,,
3,28,24-1,Work,1,6,9,16,31,
3,28,26-3,Work,1,4,4,5,18,
3,28,27-2,Work,1,1,8,12,74,
4,28,28-0,Offer,0,,,,,
4,28,28-1,Offer,0,,,,,
4,28,19-0,Work,1,9,2,5,29,
4,28,25-0,Work,1,10,2,3,52,52
4,28,25-2,Work,1,2,7,8,38,
4,28,26-3,Work,1,4,4,5,18,
4,28,27-2,Work,0,0,8,12,74,
5,28,28-0,Offer,0,,,,,
5,28,28-1,Offer,0,,,,,
5,28,25-1,Work,1,4,7,9,55,
5,28,27-2,Work,1,1,8,12,74,
6,28,28-0,Offer,0,,,,,
6,28,28-1,Offer,0,,,,,
6,28,18-0,Work,1,9,1,2,93,
6,28,19-0,Work,1,8,2,5,29,
6,28,21-0,Work,0,2,2,5,18,
6,28,21-1,Work,1,10,1,3,29,29
6,28,21-3,Work,0,6,1,4,30,
6,28,24-1,Work,0,0,9,16,31,
6,28,26-0,Work,0,2,8,12,12,
6,28,26-3,Work,1,4,4,5,18,
7,28,28-0,Offer,0,,,,,
7,28,28-1,Offer,0,,,,,
7,28,18-0,Work,1,10,2,3,93,93
7,28,19-0,Work,1,7,2,5,29,
7,28,21-3,Work,1,10,2,5,30,30
8,28,28-0,Offer,0,,,,,
8,28,28-1,Offer,0,,,,,
8,28,18-0,Work,0,9,1,2,93,
8,28,19-0,Work,1,10,3,6,29,29
8,28,21-0,Work,1,10,3,6,18,18
8,28,22-1,Work,1,8,5,9,25,
9,28,28-0,Offer,0,,,,,
9,28,28-1,Offer,0,,,,,
9,28,22-1,Work,1,6,5,9,25,
9,28,26-3,Work,1,4,4,5,18,
9,28,27-0,Work,1,1,11,15,61,
9,28,27-1,Work,1,2,6,9,8,
10,28,28-0,Offer,0,,,,,
10,28,28-1,Offer,0,,,,,
10,28,22-1,Work,1,10,6,10,25,25
10,28,27-1,Work,1,2,6,9,8,
10,28,27-2,Work,1,1,8,12,74,
11,28,28-0,Offer,0,,,,,
11,28,28-1,Offer,0,,,,,
11,28,24-1,Work,1,6,9,16,31,
11,28,25-1,Work,1,4,7,9,55,
12,28,28-0,Offer,1,,,,,
12,28,28-1,Offer,0,,,,,
12,28,22-1,Work,1,10,6,10,25,25
12,28,25-0,Work,1,10,2,3,52,52
12,28,27-0,Work,0,0,11,15,61,
13,28,28-0,Offer,0,,,,,
13,28,28-1,Offer,0,,,,,
13,28,18-0,Work,1,9,1,2,93,
13,28,19-0,Work,1,8,2,5,29,
13,28,21-1,Work,1,10,1,3,29,29
14,28,28-0,Offer,0,,,,,
14,28,28-1,Offer,1,,,,,
14,28,18-0,Work,1,10,2,3,93,93
15,28,28-0,Offer,0,,,,,
